Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,level,cell_type,comparison,gene_set_library
prerank,Peptide Chain Elongation R-HSA-156902,0.6397897529453422,2.360911158218207,0.001,0.001,0.001,58/80,25.17%,RPL37A;RPL37;RPL38;RPS20;RPL21;RPL30;RPL35A;RPL23;RPL39;RPS23;RPL36AL;RPL34;RPL23A;RPS21;RPS7;RPS29;RPL12;MRPL13;RPS28;RPL7;RPL27;RPS12;RPL31;RPS27A;RPS27;RPL5;RPL6;RPS25;RPS24;RPL22;RSL24D1;RPL32;RPL27A;RPLP1;RPL35;RPLP2;RPS15A;RPS9;RPL11;RPS13;FAU;RPL15;RPL8;RPL14;RPL41;RPL19;RPL36;RPS4X;RPS8;RPS16;RPS2;RPS14;RPS11;RPL9;RPS3;RPS19;RPL7A;RPL13A,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_Control,Reactome_2022
prerank,Eukaryotic Translation Elongation R-HSA-156842,0.6281714583684518,2.3344183055278815,0.001,0.001,0.001,59/83,25.17%,RPL37A;RPL37;RPL38;RPS20;RPL21;RPL30;RPL35A;RPL23;RPL39;RPS23;RPL36AL;RPL34;RPL23A;RPS21;RPS7;RPS29;RPL12;MRPL13;RPS28;RPL7;RPL27;RPS12;RPL31;RPS27A;RPS27;RPL5;RPL6;RPS25;RPS24;RPL22;RSL24D1;RPL32;RPL27A;RPLP1;RPL35;RPLP2;RPS15A;RPS9;RPL11;RPS13;FAU;RPL15;RPL8;RPL14;RPL41;RPL19;RPL36;RPS4X;RPS8;RPS16;RPS2;RPS14;RPS11;RPL9;RPS3;EEF1B2;RPS19;RPL7A;RPL13A,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_Control,Reactome_2022
prerank,Eukaryotic Translation Termination R-HSA-72764,0.8681756491198576,3.189906423463057,0.001,0.001,0.001,68/84,7.66%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;TRMT112;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38;GSPT1;RPL5,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Peptide Chain Elongation R-HSA-156902,0.8834459770805155,3.1758386826942036,0.001,0.001,0.001,67/80,6.54%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;EEF2;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;EEF1A1;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,0.8629954601237092,3.1617533048065405,0.001,0.001,0.001,73/86,9.45%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;EIF4G1;UPF1;RPL36;RSL24D1;RPL21;PABPC1;RPS24;RPS13;RPL27;RPL38;GSPT1;RPL5;GSPT2;NCBP2;RPS6,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Eukaryotic Translation Elongation R-HSA-156842,0.8728576726594669,3.1525741137809407,0.001,0.001,0.001,68/83,6.54%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;EEF1A2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;EEF2;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;EEF1A1;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,0.8513357862987516,3.1466975494804217,0.001,0.001,0.001,70/91,7.66%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;DDIT3;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;ATF4;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;CEBPB;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38;EIF2S2;RPL5,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Viral mRNA Translation R-HSA-192823,0.864868346511404,3.142287076685222,0.001,0.001,0.001,65/82,6.54%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.8475436806443926,3.13836570420155,0.001,0.001,0.001,71/92,7.66%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;EIF1AX;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;EIF3I;EIF3E;RPS25;RPL23;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;EIF3M;RPL38;EIF3J;RPL5,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Selenocysteine Synthesis R-HSA-2408557,0.8612375354854231,3.1329095449968434,0.001,0.001,0.001,67/84,6.54%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;PSTK;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;RPS25;RPL23;RPL6;RPSA;SEPHS2;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,0.8282883603557076,3.1283992909245413,0.001,0.001,0.001,72/102,6.94%,RPL18A;RPS2;RPL15;RPS3;RPS16;RPL8;RPS7;RPL3;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;SPCS1;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;SSR1;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;SRP14;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;SRPRB;SPCS3;RPS25;RPL23;SRP72;RPL6;RPSA;RPL36;RSL24D1;RPL21;RPS24;RPS13;RPL27;RPL38;SSR4,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,0.8298339741515586,3.1229143784333395,0.001,0.001,0.001,75/101,7.66%,RPL18A;RPS2;RPL15;EIF4A2;RPS3;RPS16;RPL8;RPS7;RPL3;EIF1AX;RPL23A;RPL9;RPS15;RPLP2;RPS14;UBA52;RPS21;RPL41;RPL12;RPL7A;RPS19;RPS9;RPL35;RPS5;RPS27A;RPL27A;RPL36AL;RPLP1;RPL14;RPS11;RPL13A;RPL7;RPS28;RPS23;RPS29;RPL37A;RPL19;RPL32;RPL37;RPL29;RPL35A;RPL31;RPL11;RPL30;RPL34;FAU;RPS15A;RPS20;RPS8;RPS4X;RPS27L;RPS12;RPL18;RPL28;RPS27;RPL4;EIF3I;EIF3E;RPS25;RPL23;RPL6;RPSA;EIF4G1;RPL36;RSL24D1;RPL21;PABPC1;RPS24;RPS13;RPL27;EIF3M;RPL38;EIF2S2;EIF3J;RPL5,excitatory_subtypes,Ex_L6_TLE4_MEGF11,c9ALS_vs_sALS,Reactome_2022
prerank,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,-0.5691471964514667,-2.0573876867895335,0.001,0.001,0.006,55/92,21.32%,EIF1AX;RPL18A;EIF3I;RPLP0;RPL15;RPS2;RPL3;RPL29;RPS15;EIF3G;RPSA;RPL41;RPL28;RPS5;UBA52;RPS3;RPS16;RPL18;RPL8;RPS27L;RPL4;RPL9;EIF3B;RPL7A;RPS19;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;RPLP1;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;EIF3E;RPS21;RPS9;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Selenocysteine Synthesis R-HSA-2408557,-0.5864808088528565,-2.090377305931086,0.001,0.001,0.004,54/84,23.01%,RPL18A;RPLP0;RPL15;RPS2;RPL3;RPL29;RPS15;RPSA;RPL41;RPL28;RPS5;UBA52;RPS3;RPS16;RPL18;SEPHS2;RPL8;RPS27L;RPL4;RPL9;RPL7A;RPS19;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;RPLP1;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;RPS21;RPS9;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L;RPL12;RPL23A;RPL36,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Cellular Response To Starvation R-HSA-9711097,-0.5491475428825457,-2.100723019234458,0.001,0.001,0.002,76/142,19.41%,ATP6V0E2;ATF4;DDIT3;MLST8;RPL18A;NPRL2;ATP6V1B2;RRAGC;KPTN;ATP6V0D1;RPLP0;RPL15;RPS2;CEBPB;LAMTOR2;SEH1L;SESN2;RPL3;RPL29;RPS15;RPSA;RPL41;EIF2S3;RPL28;RPS5;WDR24;UBA52;LAMTOR1;RPS3;RPS16;RPL18;RPL8;LAMTOR4;CASTOR2;RPS27L;RPL4;RPL9;SESN1;ATP6V1F;RPL7A;ATF3;RPS19;FAU;RRAGA;RPL35;RPLP2;RHEB;RPL19;RPS14;ATP6V1A;ATP6V0B;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;RPLP1;ATP6V1H;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;ATP6V1D;LAMTOR3;RPS21;RPS9;LAMTOR5;ATP6V1G1;RPS6;RPS29,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,IRE1alpha Activates Chaperones R-HSA-381070,-0.657858883150083,-2.122134738939581,0.001,0.001,0.001,19/46,9.22%,KLHDC3;PPP2R5B;ACADVL;ARFGAP1;TSPYL2;SSR1;HYOU1;EXTL1;ATP6V0D1;HDGF;CXXC1;WFS1;SYVN1;YIF1A;EXTL3;KDELR3;LMNA;ACD;ZBTB17,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,-0.5905331668470994,-2.1246651829382293,0.001,0.001,0.001,59/91,23.01%,ATF4;DDIT3;RPL18A;RPLP0;RPL15;RPS2;CEBPB;RPL3;RPL29;RPS15;RPSA;RPL41;EIF2S3;RPL28;RPS5;UBA52;RPS3;RPS16;RPL18;RPL8;RPS27L;RPL4;RPL9;RPL7A;ATF3;RPS19;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;RPLP1;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;RPS21;RPS9;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L;RPL12;IMPACT;RPL23A;RPL36,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,-0.6715188145393868,-2.134890275344416,0.001,0.001,0.001,27/42,19.41%,RPS2;RPS15;RPSA;RPS5;SNRPF;RPS3;RPS16;RPS27L;RPS19;GEMIN6;SNRPB;FAU;RPS14;RPS28;RPS4X;RPS15A;RPS11;SMN1;RPS27;RPS8;RPS27A;RPS25;SNRPD2;RPS21;RPS9;RPS6;RPS29,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,XBP1(S) Activates Chaperone Genes R-HSA-381038,-0.6693675340313655,-2.143060630871757,0.001,0.001,0.001,19/44,9.22%,KLHDC3;PPP2R5B;ACADVL;ARFGAP1;TSPYL2;SSR1;HYOU1;EXTL1;ATP6V0D1;HDGF;CXXC1;WFS1;SYVN1;YIF1A;EXTL3;KDELR3;LMNA;ACD;ZBTB17,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Viral mRNA Translation R-HSA-192823,-0.6102705369953232,-2.1535950900453336,0.001,0.001,0.001,54/82,23.01%,RPL18A;GRSF1;RPLP0;RPL15;RPS2;RPL3;RPL29;RPS15;RPSA;RPL41;RPL28;RPS5;UBA52;RPS3;RPS16;RPL18;RPL8;RPS27L;RPL4;RPL9;RPL7A;RPS19;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;RPLP1;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;RPS21;RPS9;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L;RPL12;RPL23A;RPL36,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Eukaryotic Translation Termination R-HSA-72764,-0.6177247044079058,-2.191841169117854,0.001,0.001,0.001,57/84,23.01%,RPL18A;RPLP0;RPL15;RPS2;RPL3;RPL29;RPS15;RPSA;RPL41;RPL28;RPS5;UBA52;RPS3;TRMT112;RPS16;RPL18;RPL8;RPS27L;RPL4;RPL9;RPL7A;RPS19;GSPT2;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;GSPT1;RPLP1;ETF1;RPS8;RPL11;RPS27A;RPL32;RPS25;RPL14;RPL7;RPS21;RPS9;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L;RPL12;RPL23A;RPL36,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,-0.6009412969140517,-2.194038578195661,0.001,0.001,0.001,65/102,23.44%,RPL18A;SSR1;SEC61A1;RPLP0;RPL15;RPS2;RPL3;RPL29;RPS15;RPSA;RPL41;RPL28;RPS5;UBA52;SPCS1;RPS3;RPS16;RPL18;RPL8;RPS27L;RPL4;RPL9;RPL7A;RPS19;FAU;RPL35;RPLP2;RPL19;RPS14;RPS28;SSR4;RPL13A;RPL26L1;RPS4X;RPS15A;RPS11;RPL27A;RPS27;DDOST;RPLP1;RPS8;SRP19;SSR2;RPL11;RPS27A;RPL32;RPS25;RPL14;SRPRB;RPL7;SSR3;RPS21;RPS9;SEC61B;RPS6;RPS29;RPL10A;RPL36AL;RPS7;RPL3L;SRP14;RPL12;RPL23A;RPL36;SRP72,excitatory_subtypes,Ex_L6_TLE4_MEGF11,sALS_vs_Control,Reactome_2022
prerank,Peptide Chain Elongation R-HSA-156902,0.7968760352315719,2.835679266248377,0.001,0.001,0.001,68/82,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Viral mRNA Translation R-HSA-192823,0.7903189198908098,2.8233767821578692,0.001,0.001,0.001,69/85,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;GNL3;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,0.7869782084580603,2.8226797702483375,0.001,0.001,0.001,69/88,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;NCBP2;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Selenocysteine Synthesis R-HSA-2408557,0.7845641044623798,2.819635989075055,0.001,0.001,0.001,69/86,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;SEPHS2;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Eukaryotic Translation Elongation R-HSA-156842,0.789769274228232,2.8155858724851477,0.001,0.001,0.001,69/85,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;EEF1B2;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Eukaryotic Translation Termination R-HSA-72764,0.7857175898097682,2.815366386311687,0.001,0.001,0.001,69/86,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;N6AMT1;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.765328552151909,2.7697330948005545,0.001,0.001,0.001,71/94,15.21%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;EIF3J;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;EIF3A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;EIF3D;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,0.7548621017270286,2.7674792473660568,0.001,0.001,0.001,76/104,15.48%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;RPL32;RPL21;RPLP2;RPL36;RPL12;RPS7;RPS27A;RPL37A;RPS8;SEC11C;FAU;RPS15A;RPS13;RPS23;RPL19;RPL35;RPS15;RPS4X;RPS16;SEC61B;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;SEC61G;RPL41;RPL7A;RPL22;RPL22L1;SPCS1;RPL8;RPS11;RPSA;SRP14;RPL27A;RPL18A;RPS25;SPCS3;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5;SPCS2;SSR4,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
prerank,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,0.7490595972325188,2.7500944413938133,0.001,0.001,0.001,78/107,18.13%,RPL38;RPL30;RPL34;RPS21;RPL37;RPS24;RPS28;RPL5;RPL36AL;RPL35A;RPS27;RPL11;RPL23A;RPLP1;RPL23;RPS12;RSL24D1;NCBP2;RPL32;RPL21;RPLP2;RPL36;MAGOHB;RPL12;RPS7;RPS27A;RPL37A;RPS8;FAU;RPS15A;RPS13;RPS23;RBM8A;RPL19;RPL35;RPS15;RPS4X;RPS16;RPL27;RPS3A;RPL9;RPS6;RPL10A;RPS14;RPL6;UPF2;RPS19;RPS3;RPL7;RPL14;RPL29;RPS9;RPL13A;RPS20;RPL3;RPL31;RPL41;RPL7A;RPL22;RPL22L1;RPL8;RPS11;RPSA;RPL27A;RPL18A;RPS25;RPL28;RPS27L;RPS2;RPL15;RPL18;RPS5;EIF4A3;PPP2R2A;RPL26L1;MRPL13;RPS29;SMG6,broad,Excitatory,c9ALS_vs_Control,Reactome_2022
