leiden_harmony,In.5HT3aR.CDH4_CCK_score,In.5HT3aR.CDH4_SCGN_score,In.5HT3aR.DISC1_CCK_score,In.5HT3aR.DISC1_RELN_score,In.5HT3aR.VIP_CLSTN2_score,In.5HT3aR.VIP_HTR2C_score,In.5HT3aR.VIP_LAMA3_score,In.PV.PVALB_CEMIP_score,In.PV.PVALB_MYBPC1_score,In.PV.PVALB_PTHLH_score,In.Rosehip.LAMP5_CA3_score,In.Rosehip.LAMP5_PMEPA1_score,In.SOM.SST_ADAMTS19_score,In.SOM.SST_BRINP3_score,In.SOM.SST_GALNT14_score,In.SOM.SST_NPY_score
7,0.7262381940423347,0.6064010036460334,0.8661101718626536,0.9341163196138023,0.7479681228876622,0.8591781550360325,0.829694520940479,0.25219604607964224,0.47978008817013046,0.5065641052562954,0.37444371126322085,0.47580830973568433,0.607266618324975,0.4071607091313754,0.5724971329563331,0.23611238910491333
9,0.5551956787383159,0.3786917705182972,0.4839553169182465,0.7501630406983897,0.43085777727925656,0.39323599996451764,0.35457892885910924,0.9151023080720231,0.946756650828083,0.8268668639668318,0.38406319403142386,0.44380291626753315,0.8647215047414969,0.5768211284044635,0.7152899142091325,0.3238630830747192
13,0.5507612230700596,0.39621055766304036,0.45811441254486973,0.7488199323331995,0.3467832424009246,0.32769718758262656,0.3081612909137689,0.4556768165294107,0.6190968611034042,0.4112216619444063,0.3176155264531306,0.4279970828539852,1.1804960461424756,0.8594284635774261,1.1305691543217518,0.41162631269018257
16,0.8794978621364465,0.6474248142062375,0.7303159023045369,1.2775787737993158,0.37599290306058647,0.4174201484832502,0.40157755050453664,0.3971420548314835,0.5390701826863525,0.6933911440217478,1.168005615576629,1.3112491691336525,0.7465312849822341,0.5159819361727418,0.6226609492534557,0.3625350619114198
