leiden_harmony,Glia.Astro.GFAP.neg_score,Glia.Astro.GFAP.pos_score,Glia.Micro_score,Glia.Oligo_score,Glia.OPC_score
0,0.10309208337217107,0.06309909111974978,0.22686075603033115,1.7956274420539746,0.12300354518486369
1,0.1230628779242032,0.08029770685195327,0.2614710674285305,1.840212281700389,0.12396290538936364
3,1.6484367904926638,1.1539682427465952,0.28349500142508444,0.287025299782613,0.35702320356140194
4,0.43803744968654945,0.29095707416837496,0.3010947472970819,0.40797462298669357,1.570187965722713
5,0.10267347976635643,0.0650343437249409,0.2346481087735272,1.850478891735291,0.12170779885834786
6,0.05149458556471771,0.025761977156523133,1.5739519889444762,0.33590009575890534,0.13425335073380454
12,1.1404031828398913,1.3114700260988097,0.23040826477091617,0.36712598654425116,0.275190963734656
14,0.14368927067020537,0.0903975587135726,0.2694229068498425,1.8781584203410877,0.1126710784987123
24,1.3151674546534706,1.043710208027702,1.041611651337665,0.40907308480013976,0.3614599488460332
