baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
44.52587280157455,-0.4588320270371078,0.28234400206202254,-1.6250815448040443,0.10414518469721373,0.35749493201068244,MICOS10
52.930056610068846,-0.5952020736967759,0.2882033584706489,-2.0652156062830627,0.03890260452454413,0.21973239113114823,TFB2M
562.3841679530505,-0.7290345008995149,0.27158735884352847,-2.68434622290185,0.007267180597699244,0.08555081037840875,TOMM20
218.93870505462075,-0.5744242533682818,0.30675480304652114,-1.8725843822604045,0.0611257996318175,0.27285183206770386,PINK1
165.522228232828,-0.3189836875367655,0.2346448623143967,-1.3594317999997996,0.17400980002720323,0.45941021974825236,MFN2
1.025120109178521,-0.51110773496217,1.797534097598073,-0.2843382696579329,0.776151160939644,,HSPE1
426.99751805162657,0.017981223280595187,0.5416517684223334,0.03319701758376792,0.9735174764366276,0.988716983597169,HSPD1
523.9043710421696,-0.15753106935137348,0.19019459687722493,-0.8282625896731624,0.40752180439914343,0.6801667709284146,MFF
197.72391774446015,-0.053190397108307245,0.2249531405513112,-0.23645100920995885,0.8130827184709091,0.9242081050691545,ATG16L1
261.9886719338629,0.39253838183654916,0.2050033003603169,1.9147905479893144,0.05551922037757277,0.26241507018136456,IMMT
747.4883970937883,0.056020268104776234,0.18700730197272486,0.2995619289397953,0.764511327498916,0.9004542468560327,NDUFS1
258.2234775352165,-0.13686991238888294,0.22350741535941665,-0.6123730265001985,0.5402909838083769,0.7735398241580609,TOMM70
865.1807390025187,-0.3726747039192631,0.2501847426955491,-1.4895980462436618,0.1363299560443723,0.4093966882937268,ATP6V1A
674.8042957845605,-0.19288606595963229,0.1896560559906765,-1.017030882309999,0.3091387384573172,0.6019468720514891,RAB7A
461.546468345663,0.6396637000050412,0.17011499784355347,3.7601840408763314,0.00016978839922718387,0.008435738236330908,MFN1
922.2143542370824,0.13523478364662495,0.16919402201808337,0.7992881901712291,0.4241233251665437,0.6949558663625295,OPA1
148.55954199128612,-0.6457043373943235,0.2446857010725653,-2.638913244884833,0.008317226238109845,0.09207652567555814,UQCRC1
1368.7413986327235,0.08302573971353183,0.1630583970244295,0.5091779462366042,0.6106274999871557,0.8157456185006822,ATG7
439.6522515687441,-0.33227599166433736,0.27104903647340695,-1.2258888501783605,0.22024050519979066,0.5115973982032582,PPARGC1A
170.00838712090206,-0.4571118043637711,0.27887012188378246,-1.639156612676742,0.1011806471974703,0.35245889294903404,SLC25A4
364.6867491983758,0.29807794496429746,0.19407662410675222,1.535877627386692,0.12456839618561372,0.3919697162492602,WDR41
252.61766847151804,-0.04714938579678883,0.1945198079439019,-0.24238860964939044,0.80847905945586,0.9215018093574426,ATG12
294.9509330720948,-0.4976731492022331,0.2466118460670649,-2.0180423492993653,0.04358685096821801,0.23352032488562585,VDAC1
217.08895116083653,0.4544322439968697,0.3135701354631806,1.4492204218543292,0.14727603615829027,0.4236059245313092,PPARGC1B
334.5663034529235,-0.16403191746266516,0.3512030114612478,-0.4670572634903634,0.6404589091393439,0.8345955851416531,SQSTM1
0.0,,,,,,SDHA
687.535579189408,0.18576469725175218,0.2129208036078627,0.8724591214387671,0.38295795963411716,0.6622377722869639,ATG5
